Spaxid, N2 flux, N2 S/N, Ha flux, Ha S/N, Hb flux, Hb S/N, O3 flux, O3 S/N, S2 6717 flux, S2 6717 S/N, S2 6731 flux, S2 6731 S/N, Ha EW, AGN Flag 
587725980155183238_57_13,0.0221846,1.397444303,0.0692902,5.741410087,0.0243124,1.474570594,0.0775155,3.540385958, nan,0.248490667,0.0156724,1.340110646,65.8236, K01_SF 
587725980155183238_55_14,0.0428813,3.33072783,0.0824754,8.880587772,0.0289387,1.185938037,0.106267,6.045719231,0.0269336,3.000975563,0.0203916,2.194348176,61.7077, AGN 
587725980155183238_56_14,0.0190412,2.634991714,0.0567509,9.231812783,0.0199126,2.492010967,0.0552943,5.970354868,0.00844605,1.785351308,0.0130383,1.786161365,76.4775, K01_SF 
587725980155183238_57_14,0.0413699,2.808555745,0.126102,7.42698551,0.0442464,1.736885883,0.155318,5.520352431,0.0118679,1.072106166,0.0232772,1.41860171,93.6719, K01_SF 
587725980155183238_58_14,0.0081813,1.471933056,0.0331458,7.687256839,0.0116301,2.313746752,0.0249032,3.253991356, nan,0.129100857, nan,0.204490506,16.6454, K03_SF 
587725980155183238_51_15,0.015101,1.443909133,0.0586409,8.027492674,0.0205757,1.055052536,0.066807,4.897751068,0.0264372,5.101265535,0.023585,3.618015085,41.7085, K01_SF 
587725980155183238_52_15,0.0207955,3.417800342,0.0406208,6.721116218,0.0142529,1.388032193,0.0501601,8.214846368,0.0189083,4.162004827,0.0182611,4.801811973,43.8245, AGN 
587725980155183238_54_15,0.049644,5.221644399,0.0896541,11.61152296,0.0314576,1.523437448,0.114142,6.498268152,0.0338698,4.687176836,0.0214769,3.000185022,77.9412, AGN 
587725980155183238_55_15,0.0499265,3.954434787,0.0925854,10.40506109,0.0324861,1.945059517,0.103079,6.923815299,0.031738,3.84441049,0.0237669,2.278532651,89.7234, AGN 
587725980155183238_56_15,0.0296152,4.799759782,0.0629363,10.54051707,0.0220829,3.395697626,0.05931,8.432738364,0.0174815,3.665094656,0.0234669,4.220582069,83.5305, AGN 
587725980155183238_57_15,0.0439638,4.100912516,0.0998287,10.72917539,0.0350276,2.120280896,0.117443,8.831440378,0.0244613,3.131597925,0.0373605,3.692600802,90.3314, AGN 
587725980155183238_58_15,0.0608255,4.173600085,0.13863,12.24076238,0.0486421,1.955245575,0.168097,8.461302532,0.031817,2.775953065,0.0583305,4.227215711,97.4293, AGN 
587725980155183238_59_15,0.0409164,5.389316245,0.0951358,13.94845428,0.033381,2.04240962,0.0929,7.340231096,0.0230229,4.095765384,0.0305557,3.530788351,94.7418, K01_SF 
587725980155183238_47_16,0.00486484,2.188562524,0.0149563,8.201471373,0.00524783,2.212175839,0.0026309,1.190277948,0.00235218,1.372952416, nan,0.160750011,70.646, S06_SF 
587725980155183238_49_16,0.00250952,1.774456257,0.0121362,5.824119609,0.00425832,3.539844246,0.00368487,2.582423296,0.00408649,2.943555445,0.00232197,1.613485478,11.8971, S06_SF 
587725980155183238_52_16,0.0177832,5.208547136,0.0431887,12.60027379,0.0151539,4.098851951,0.0398672,11.94354903,0.013292,5.324373341,0.0139462,4.310632859,81.1685, K01_SF 
587725980155183238_53_16,0.0272182,5.630868664,0.0670841,15.5452777,0.0235383,4.769684661,0.0630356,11.71082792,0.0216499,7.273497448,0.0219847,6.756773156,101.885, K01_SF 
587725980155183238_54_16,0.0752632,6.409652219,0.201188,21.6138094,0.0705922,3.500935287,0.214718,9.455703756,0.0685752,7.760821812,0.0468539,5.49882932,208.739, K01_SF 
587725980155183238_55_16,0.0258166,6.278254404,0.068245,18.62567553,0.0239456,5.104508658,0.0483935,10.5138433,0.0239588,7.173229666,0.0227416,6.827666474,52.914, K01_SF 
587725980155183238_56_16,0.0518935,5.520333004,0.120376,17.44402193,0.0422371,3.112397749,0.105565,8.448873435,0.043131,5.724186347,0.0431091,5.83448516,55.0132, K01_SF 
587725980155183238_57_16,0.044198,4.833216545,0.123925,16.56252648,0.0434824,2.574270591,0.0922157,8.640577182,0.022208,2.970195669,0.0178121,2.35173685,35.697, K01_SF 
587725980155183238_58_16,0.034171,5.591225161,0.101388,14.05229148,0.0355748,3.275179838,0.0653543,8.326225697,0.0201331,3.217534831,0.0180469,3.381110449,33.4251, K01_SF 
587725980155183238_59_16,0.0183789,4.428837721,0.0606874,13.70135701,0.0212938,5.992042815,0.0309013,7.89063712,0.00641814,1.67382306,0.00476104,1.669639109,32.3199, K03_SF 
587725980155183238_60_16,0.00936746,2.988388752,0.0301584,7.723663382,0.0105819,4.814050468,0.00702308,2.424499528,0.00629601,2.101490536,0.0116619,3.871035629,19.9338, S06_SF 
587725980155183238_61_16,0.00798893,2.881627762,0.017718,7.048529053,0.00621685,2.458553938,0.00540261,2.393477534, nan,0.867264415,0.00699686,3.37146799,17.5378, K01_SF 
587725980155183238_46_17,0.00187511,1.085621518,0.0118137,6.249878844,0.00414516,2.874877762,0.00287409,2.100610276,0.00193358,1.544422136, nan,-0.12552106,70.7558, S06_SF 
587725980155183238_47_17,0.00261477,1.549094423,0.0152526,7.620314444,0.00535178,3.601016892,0.00456867,2.822457066,0.00456015,2.988331782, nan,0.447238127,85.9128, S06_SF 
587725980155183238_50_17,0.012624,4.595768027,0.0632805,21.32996543,0.0222037,6.359933347,0.04055,7.52242999,0.0255699,10.46685918,0.0168486,6.332104065,180.163, S06_SF 
587725980155183238_51_17,0.0060446,2.708136446,0.0450079,16.65586873,0.0157922,9.113213096,0.029556,9.380725184,0.0104415,6.721481442,0.00650691,4.528968078,45.5056, S06_SF 
587725980155183238_52_17,0.0157259,4.844446682,0.0761552,27.46343306,0.0267211,7.73542137,0.0519619,12.093747,0.0171296,6.616364407,0.0111478,5.223881212,43.1464, S06_SF 
587725980155183238_53_17,0.0239733,5.761700784,0.103715,27.52258087,0.0363914,9.682966804,0.0700853,13.21514898,0.0205382,7.043869405,0.014033,4.469262318,48.5884, K03_SF 
587725980155183238_54_17,0.0260143,6.156093766,0.113389,28.50283762,0.0397856,8.525877294,0.0786397,17.0939765,0.0226148,7.752587601,0.0168367,4.874640524,51.0981, K03_SF 
587725980155183238_55_17,0.0310279,7.020308553,0.127389,21.33005674,0.0446977,6.078710694,0.0905354,12.99381733,0.026393,7.665970098,0.0210108,4.25401262,47.9307, K03_SF 
587725980155183238_56_17,0.0437609,5.78821236,0.143927,18.81980728,0.0505009,4.42798152,0.103975,11.69091556,0.0314662,5.177736644,0.0260175,4.018816036,42.8418, K01_SF 
587725980155183238_57_17,0.0342115,5.107577612,0.113596,19.8277687,0.0398584,3.195533506,0.0788422,6.121861427,0.01865,3.22485826,0.0110171,1.89346157,36.4852, K01_SF 
587725980155183238_58_17,0.0157699,4.856799046,0.0554173,14.4749813,0.0194447,5.302969149,0.0279774,8.208734297,0.00888924,2.677571145,0.005461,2.055058702,33.2543, K03_SF 
587725980155183238_59_17,0.0155598,3.226754134,0.0524115,14.35721969,0.01839,4.807048999,0.0196502,4.186189477,0.0104942,2.852187623,0.0157562,5.385610777,21.83, S06_SF 
587725980155183238_60_17,0.00670287,2.088097764,0.0325404,10.87605198,0.0114177,3.884771683,0.00894912,2.571391582,0.00563516,2.297569547,0.00534426,2.170247219,16.3451, S06_SF 
587725980155183238_61_17,0.00644459,1.566263268,0.0308912,7.856310431,0.010839,4.011951561,0.00766498,2.336192011,0.00418177,1.2714499,0.00523474,2.23703633,16.1735, S06_SF 
587725980155183238_48_18,0.00634232,1.767794473,0.0413232,10.099073,0.0144994,5.565449924,0.0140774,4.413639936,0.0181489,8.052688874,0.00840442,3.801909715,165.784, S06_SF 
587725980155183238_49_18,0.00310468,1.636931542,0.0353397,21.37352201,0.0123999,9.087244048,0.0152173,8.272864352,0.011484,9.624340932,0.00540399,3.502033381,46.5369, S06_SF 
587725980155183238_50_18,0.0134042,5.164100607,0.0845211,23.95596809,0.0296565,9.991402908,0.0397776,10.14547898,0.0227742,10.05506851,0.012945,6.583134574,51.1331, S06_SF 
587725980155183238_51_18,0.0151925,5.571808752,0.0967552,37.2755087,0.0339492,11.68447559,0.0524251,11.62683633,0.0228775,11.3039765,0.0164881,8.141392727,56.8647, S06_SF 
587725980155183238_52_18,0.0212395,5.182185119,0.135915,35.37862371,0.0476894,12.91151187,0.0868413,16.19612795,0.0265464,11.13370503,0.0206997,7.064786993,63.2622, S06_SF 
587725980155183238_53_18,0.0280285,5.494279485,0.159444,26.95247423,0.0559453,10.51333758,0.10956,17.8068326,0.0220082,7.153955684,0.0156893,4.46097233,66.1948, S06_SF 
587725980155183238_54_18,0.0309454,6.15984852,0.158018,30.25881371,0.0554449,8.775819246,0.110696,15.77657906,0.0229885,6.893262581,0.0162178,3.832941863,43.9327, S06_SF 
587725980155183238_55_18,0.0346283,6.120294851,0.166882,32.80285793,0.0585552,11.34088575,0.119377,11.93818868,0.0236546,6.651510556,0.0176603,5.07452201,40.4804, S06_SF 
587725980155183238_56_18,0.0301804,6.072944504,0.132478,28.12178397,0.0464836,8.120398579,0.0893897,11.10778828,0.0213583,5.840339005,0.0127084,2.833122536,32.4897, K03_SF 
587725980155183238_57_18,0.031957,6.446723816,0.104728,18.55906051,0.0367466,5.185241718,0.054331,11.1017347,0.0224866,5.947138973,0.018828,5.826608159,31.108, K03_SF 
587725980155183238_58_18,0.018157,5.168196513,0.0651061,21.8309078,0.0228442,8.141375425,0.0246498,8.018606664,0.0151731,5.66671312,0.0190173,6.843657355,24.5283, S06_SF 
587725980155183238_59_18,0.00789636,2.30873901,0.0423861,10.4643848,0.0148723,4.170879035,0.0155894,4.69724269,0.00723113,2.959657552,0.00555784,2.125052908,17.0782, S06_SF 
587725980155183238_60_18,0.00668449,2.265698977,0.0342622,10.86438759,0.0120218,4.06834321,0.0095267,3.261592955,0.00574706,2.578059576,0.00571635,2.781796611,16.6317, S06_SF 
587725980155183238_61_18,0.00644085,1.895799954,0.0335552,11.26208896,0.0117738,3.812640279,0.00889896,2.569102463,0.00281677,1.022851166,0.00427713,1.513464534,16.623, S06_SF 
587725980155183238_47_19,0.00936576,2.534542762,0.0823615,21.88640351,0.0288988,5.329808184,0.0345473,7.053087981,0.0316076,9.04788184,0.0153522,6.659805129,218.635, S06_SF 
587725980155183238_49_19,0.0147393,5.713260007,0.110181,39.96577384,0.0386599,12.95001281,0.0513565,11.4422639,0.0270081,8.507086761,0.0149458,6.622767507,50.0529, S06_SF 
587725980155183238_50_19,0.01696,5.822320076,0.132035,31.18248657,0.046328,14.43343828,0.0680762,13.77324391,0.024958,10.03314764,0.0143617,4.730889122,73.4744, S06_SF 
587725980155183238_51_19,0.0228584,5.555756153,0.150749,42.3374255,0.0528944,12.29600738,0.0796619,14.8260581,0.0261759,8.138761515,0.0175817,4.451693375,54.5358, S06_SF 
587725980155183238_52_19,0.0267703,6.97338567,0.167422,58.64376365,0.0587446,15.35755458,0.0978099,16.53680874,0.0251604,9.035986548,0.0175235,6.700527397,56.343, S06_SF 
587725980155183238_53_19,0.0281078,6.87912411,0.179775,48.60348715,0.0630791,10.62806305,0.110893,17.52052296,0.0226031,8.95082728,0.0175469,6.25111187,46.0976, S06_SF 
587725980155183238_54_19,0.0313781,6.916989081,0.180264,44.86526772,0.0632505,9.502633401,0.122677,16.59052659,0.0246537,9.489388776,0.0187688,5.537753469,40.4874, S06_SF 
587725980155183238_55_19,0.0286672,6.427938198,0.166602,29.21273425,0.0584567,10.80110002,0.103894,12.98320993,0.0219875,7.036106684,0.014805,4.221257605,37.8118, S06_SF 
587725980155183238_56_19,0.0279036,4.644394969,0.157214,35.24717918,0.055163,8.341761972,0.0937454,10.63680808,0.0215446,5.180282638,0.0111668,2.133568344,30.5929, S06_SF 
587725980155183238_57_19,0.0214804,3.956016284,0.110438,22.16683927,0.03875,5.007743001,0.0530616,8.128311897,0.0151669,5.991813301,0.00876267,2.442582068,23.3394, S06_SF 
587725980155183238_58_19,0.0121439,4.018500284,0.0661842,25.05226568,0.0232225,8.930796689,0.0263788,7.668396511,0.0104346,5.323873109,0.00582338,2.357391721,19.5315, S06_SF 
587725980155183238_59_19,0.00659981,2.817908865,0.0395354,16.80777321,0.0138721,4.287542781,0.0130799,4.695027973,0.0071296,3.494228265,0.00497824,2.581875704,16.2745, S06_SF 
587725980155183238_60_19,0.00631871,1.74163778,0.0372151,11.30456618,0.0130579,3.633502776,0.0103202,3.241702153,0.00630313,3.125015461,0.00464192,1.786287024,14.9657, S06_SF 
587725980155183238_61_19,0.00578738,2.291161328,0.0318563,9.175353437,0.0111776,3.316760722,0.00788141,2.383624328,0.00526176,3.053012714,0.00550025,3.070151372,15.137, S06_SF 
587725980155183238_45_20,0.00400781,1.172822937,0.0258351,8.02688087,0.00906494,2.998468066,0.0146581,4.54951824,0.0120359,7.017589629,0.00905124,4.171324367,69.136, S06_SF 
587725980155183238_47_20,0.0116198,3.246708997,0.108352,32.9515018,0.0380181,9.378103161,0.0564314,11.60678055,0.0292196,13.41060851,0.0136052,7.679516325,51.1015, S06_SF 
587725980155183238_48_20,0.0173144,4.188883303,0.140367,46.59334662,0.0492516,13.47741704,0.0751734,16.61891281,0.0267182,14.81701286,0.012376,5.069243127,71.4026, S06_SF 
587725980155183238_49_20,0.0294588,8.619502126,0.189729,49.61779794,0.0665717,15.53423688,0.101835,12.91366494,0.0334981,13.68083649,0.0199556,6.163738508,61.7156, S06_SF 
587725980155183238_50_20,0.0298763,5.922735526,0.205707,44.5210349,0.0721779,13.28217416,0.111551,14.57952674,0.0329456,9.627046845,0.0219639,7.643467829,52.1669, S06_SF 
587725980155183238_51_20,0.0339167,9.23770853,0.22891,52.65583088,0.0803193,15.8137394,0.122067,15.0885151,0.0347462,8.566158388,0.0264393,8.120557157,55.4166, S06_SF 
587725980155183238_52_20,0.0311716,10.35676186,0.198986,41.49082844,0.0698197,12.48362696,0.107518,15.93899388,0.0306497,9.484097923,0.0215018,7.993620701,52.0535, S06_SF 
587725980155183238_53_20,0.0295135,8.263320549,0.175168,46.08904403,0.0614623,15.71075762,0.0912998,16.489423,0.0285344,8.685838713,0.0206365,10.10135536,42.4031, S06_SF 
587725980155183238_54_20,0.0265343,6.047830819,0.153398,46.77185285,0.0538238,16.43262851,0.0836565,15.6899796,0.0251643,10.67265887,0.01733,7.561564263,36.69, S06_SF 
587725980155183238_55_20,0.0239574,6.377133059,0.131054,38.27800235,0.0459837,12.52297254,0.0666711,12.92523133,0.0228536,8.017407971,0.0154802,5.438030505,31.4311, S06_SF 
587725980155183238_56_20,0.0225087,5.538120281,0.111734,22.80112015,0.0392049,8.2813069,0.0560679,11.183212,0.0227194,5.728695815,0.0140714,5.249280415,25.6659, S06_SF 
587725980155183238_57_20,0.0165233,3.914592993,0.0954724,23.78973688,0.0334991,6.664399076,0.0421021,6.54383427,0.0158895,6.33027831,0.00837895,2.655318595,22.644, S06_SF 
587725980155183238_58_20,0.00974801,3.451954132,0.0514019,18.43036343,0.0180358,6.371187863,0.0187699,5.736238957,0.0105881,4.834089298,0.00547465,3.284842225,17.4336, S06_SF 
587725980155183238_59_20,0.00486202,1.863804874,0.030222,14.18121211,0.0106042,4.530591241,0.00905157,5.016339614,0.0057771,3.536550419,0.00286615,1.811510904,14.0189, S06_SF 
587725980155183238_60_20,0.00467999,1.509723296,0.0262448,10.30455686,0.00920872,5.685715665,0.006226,2.59845848,0.00481827,3.361640336,0.00374633,2.931523698,12.456, S06_SF 
587725980155183238_61_20,0.00355018,1.193576392,0.0279988,14.58943583,0.00982413,3.422298052,0.00758753,3.845616734,0.00468957,3.00843281,0.00676556,3.088207152,11.1115, S06_SF 
587725980155183238_45_21,0.00757135,1.910414809,0.0637547,15.23576359,0.0223701,3.855341332,0.0427969,10.41416698,0.0152575,4.879767053,0.00346164,1.204857184,35.7218, S06_SF 
587725980155183238_46_21,0.0190452,3.284676176,0.118019,22.6270195,0.0414102,5.543404217,0.0713182,13.09109169,0.0277598,9.560250792,0.0128224,3.493940402,41.8403, S06_SF 
587725980155183238_47_21,0.0279853,7.525246079,0.165741,47.86443622,0.0581547,12.19427674,0.100238,16.44339423,0.0293813,10.25080023,0.0124879,4.848528315,44.5686, S06_SF 
587725980155183238_48_21,0.0321187,6.586729322,0.223516,79.06535875,0.0784267,12.24737894,0.132854,16.75137225,0.0359737,9.016867904,0.0194171,4.009059899,47.5093, S06_SF 
587725980155183238_49_21,0.0380781,8.922365052,0.255903,45.69994311,0.0897904,17.89936641,0.140438,14.96731375,0.0444582,16.69644087,0.0320111,11.78342685,51.8113, S06_SF 
587725980155183238_50_21,0.0411891,8.181336506,0.273145,54.27947064,0.0958402,17.16219361,0.147857,16.2528554,0.0458127,16.28549167,0.0355678,9.717471317,54.2885, S06_SF 
587725980155183238_51_21,0.0422283,9.96753134,0.262475,56.75392232,0.0920966,22.77841798,0.134083,16.89320043,0.0441735,13.95124661,0.0353734,9.774318632,54.2489, S06_SF 
587725980155183238_52_21,0.03766,9.880925165,0.226092,55.072267,0.0793306,19.00251724,0.111449,17.24054938,0.038278,14.77174101,0.0288494,10.04231495,50.5498, S06_SF 
587725980155183238_53_21,0.0292584,6.965085646,0.174024,43.23203885,0.0610611,19.76121276,0.0858276,15.32334789,0.0305148,12.95588672,0.0193045,6.572773201,44.6195, S06_SF 
587725980155183238_54_21,0.0232378,7.209684374,0.13037,31.54830681,0.0457438,10.38973691,0.0610721,13.41826229,0.0244887,8.982263874,0.0140891,5.079343967,35.5785, S06_SF 
587725980155183238_55_21,0.0237381,7.513495524,0.119278,31.80987624,0.0418519,11.95470579,0.0566352,11.44309914,0.0246337,10.63951381,0.0160665,6.263450557,29.7439, S06_SF 
587725980155183238_56_21,0.0199182,5.758649583,0.0997521,42.13342488,0.0350007,6.775958112,0.0418581,10.16976561,0.0220077,9.360718698,0.0142191,5.646533485,23.4527, S06_SF 
587725980155183238_57_21,0.0142791,3.655569019,0.0708713,17.37530349,0.0248671,7.238508887,0.0282589,8.36913503,0.0165279,7.642946897,0.00976853,5.122035314,17.4718, S06_SF 
587725980155183238_58_21,0.00946277,1.613850113,0.0569,15.46829967,0.0199649,3.376082974,0.0232055,4.896702335,0.0128211,4.798370725,0.0062669,2.388082507,14.811, S06_SF 
587725980155183238_61_21,0.0151168,2.077490697,0.0515749,9.554649714,0.0180965,2.488623349,0.0141127,2.413341363,0.0164803,4.15497441,0.0238904,6.38112575,14.7498, S06_SF 
587725980155183238_62_21,0.0162477,1.044216506,0.0877669,7.29838103,0.0307954,1.258457793,0.0236397,1.542948068,0.0231097,3.138451458,0.0431021,6.064312848,15.5259, S06_SF 
587725980155183238_42_22,0.00958949,4.005823679,0.0241601,10.4966043,0.00847724,1.7936181,0.00742901,2.261755143,0.0164763,5.348825197,0.0173144,6.315511498,52.809, K03_SF 
587725980155183238_45_22,0.0361564,4.722572572,0.148484,22.71876472,0.0520996,3.693757923,0.119348,8.98480479,0.0337665,5.170605365,0.0123306,1.787405127,26.5792, K03_SF 
587725980155183238_46_22,0.0462327,6.944647654,0.196488,34.13641969,0.0689431,5.320645466,0.130304,12.91204453,0.0314597,6.04679093,0.0132444,2.359483602,35.6011, K03_SF 
587725980155183238_47_22,0.0363311,8.655207991,0.202925,52.5807196,0.0712018,10.62525677,0.126653,17.5597918,0.0322133,7.456545973,0.0187991,4.889372779,38.939, S06_SF 
587725980155183238_48_22,0.0417246,10.22502385,0.255592,45.69750906,0.0896813,13.99053177,0.14389,17.16958539,0.0447953,14.88832519,0.0339627,9.543513792,47.6794, S06_SF 
587725980155183238_49_22,0.0529227,8.505850749,0.30609,69.68306469,0.1074,22.05279438,0.171254,16.8374029,0.0527212,12.87730822,0.0388137,12.05979015,47.6661, S06_SF 
587725980155183238_50_22,0.058469,9.339604049,0.348676,51.83363369,0.122342,16.24324057,0.193692,19.35906948,0.0595983,14.84747554,0.044409,10.04452286,50.8346, S06_SF 
587725980155183238_51_22,0.056492,10.67567564,0.327018,44.15737778,0.114743,22.32168124,0.177321,16.18097739,0.0553691,15.7931124,0.040349,11.71117034,50.1895, S06_SF 
587725980155183238_52_22,0.0490817,10.60298786,0.278016,42.29319223,0.0975496,16.36067106,0.142829,16.65178495,0.0485056,13.52698722,0.0326119,12.28991517,45.8282, S06_SF 
587725980155183238_53_22,0.030903,9.921642171,0.181105,58.31198647,0.0635456,21.46128758,0.0861589,15.64186652,0.033421,15.80037487,0.0187545,7.689599614,38.0085, S06_SF 
587725980155183238_54_22,0.0270147,9.087171349,0.14511,44.97291063,0.0509157,13.51802265,0.0665886,10.5646337,0.0292142,12.61001326,0.0154956,5.500320141,30.1019, S06_SF 
587725980155183238_55_22,0.026221,6.417636033,0.127525,27.80539629,0.0447456,9.100478735,0.0592209,10.58563931,0.0287193,9.754179142,0.017215,4.63717338,23.7449, S06_SF 
587725980155183238_56_22,0.0197453,4.77607807,0.0952232,22.02612818,0.0334117,8.380658829,0.038899,8.305672068,0.0259068,7.765270633,0.0170902,4.624413861,20.4961, S06_SF 
